ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Sum of House Member,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,Money Spent,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Freq Purchased,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Promos
4047,1954,60,Doctoral,Married,65324.0,0,1,3,2014-01-11,0,384,0,102,21,32,544,5,3,6,2,9,4,17,0,0,0,0,0,0,0,0
1409,1951,63,Bachelor,Married,40689.0,0,1,3,2013-03-18,69,270,3,27,39,6,444,99,7,7,1,5,8,13,0,0,0,0,0,0,0,0
7892,1969,45,Bachelor,Single,18589.0,0,0,1,2013-01-02,89,6,4,25,15,12,75,13,2,2,1,3,7,6,0,0,0,0,0,0,0,0
2404,1976,38,Bachelor,Married,53359.0,1,1,4,2013-05-27,4,173,4,30,3,6,257,41,4,5,1,4,7,10,0,0,0,0,0,0,0,0
5255,1986,28,Bachelor,Single,49980.0,1,0,2,2013-02-20,19,5,1,3,3,263,637,362,0,27,0,0,1,27,0,0,0,0,0,0,0,0
9422,1989,25,Bachelor,Married,38360.0,1,0,3,2013-05-31,26,36,2,42,20,21,131,10,2,2,1,4,3,7,0,0,0,0,0,0,0,0
1966,1965,49,Doctoral,Married,84618.0,0,0,2,2013-11-22,96,684,100,801,21,66,1672,0,1,6,9,10,2,25,0,0,1,0,0,0,0,1
6864,1989,25,Master,Divorced,10979.0,0,0,1,2014-05-22,34,8,4,10,2,2,30,4,2,3,0,3,5,6,0,0,0,0,0,0,0,0
3033,1963,51,Master,Married,38620.0,0,0,2,2013-05-11,56,112,17,44,34,22,318,89,1,2,5,3,3,10,0,0,0,0,0,0,0,0
5710,1970,44,Bachelor,Married,40548.0,0,1,3,2012-10-10,31,110,0,5,2,0,120,3,2,2,1,4,5,7,0,1,0,0,0,0,0,1
7373,1952,62,Doctoral,Divorced,46610.0,0,2,3,2012-10-29,8,96,12,96,33,22,302,43,6,4,1,6,6,11,0,0,0,0,0,0,1,1
8755,1946,68,Master,Married,68657.0,0,0,2,2013-02-20,4,482,34,471,119,68,1196,22,1,3,5,9,7,17,0,0,0,0,0,0,0,0
10738,1951,63,Master,Single,49389.0,1,1,3,2013-08-29,55,40,0,19,2,1,65,3,1,2,0,3,7,5,0,0,0,0,0,0,0,0
4339,1970,44,Doctoral,Married,67353.0,0,1,3,2013-12-31,37,702,17,151,0,8,913,35,5,5,6,12,2,23,0,0,0,0,0,0,0,0
10755,1976,38,Master,Married,23718.0,1,0,3,2013-09-02,76,6,3,14,15,7,81,36,3,3,1,2,7,6,0,0,0,0,0,0,0,0
8595,1973,41,Bachelor,Divorced,42429.0,0,1,2,2014-02-11,99,55,0,6,2,0,67,4,2,1,1,3,5,5,0,0,0,0,0,0,0,0
2968,1943,71,Doctoral,Divorced,48948.0,0,0,1,2013-02-01,53,437,8,206,160,49,902,42,2,7,10,5,6,22,1,0,0,0,0,0,1,2
8601,1980,34,Bachelor,Married,80011.0,0,1,3,2013-04-29,3,421,76,536,82,178,1395,102,2,8,6,5,4,19,0,0,0,0,0,0,0,0
503,1985,29,Master,Married,20559.0,1,0,3,2013-03-12,88,13,1,29,3,0,53,7,2,2,0,3,8,5,0,0,0,0,0,0,0,0
8430,1957,57,Bachelor,Married,21994.0,0,1,3,2012-12-24,4,9,0,6,3,1,22,3,1,0,0,3,5,3,0,0,0,0,0,0,0,0
7281,1959,55,Doctoral,Single,48918.0,0,0,1,2013-11-05,80,81,11,50,3,2,186,39,1,1,3,4,2,8,0,0,0,0,0,0,0,0
2139,1975,39,Master,Married,7500.0,1,0,3,2013-10-02,19,3,1,10,3,2,31,12,3,2,0,3,5,5,0,0,0,0,0,0,0,0
1371,1976,38,Bachelor,Single,79941.0,0,0,1,2014-06-28,72,123,164,266,227,30,984,174,1,2,4,9,1,15,0,0,0,0,0,0,0,0
9909,1996,18,Master,Married,7500.0,0,0,2,2012-11-09,24,3,18,14,15,22,122,50,3,3,1,3,9,7,0,0,0,0,0,0,1,1
7286,1968,46,Bachelor,Married,41728.0,1,0,3,2013-05-24,92,13,6,15,3,5,55,13,1,2,0,2,10,4,0,0,0,0,0,0,0,0
7244,1951,63,Bachelor,Single,49980.0,2,1,4,2014-01-01,96,48,5,48,6,10,124,7,3,2,1,4,6,7,0,0,0,0,0,0,0,0
6566,1954,60,Doctoral,Married,72550.0,1,1,4,2012-11-08,39,826,50,317,50,38,1319,38,9,5,2,12,8,19,0,0,0,0,0,0,0,0
8614,1957,57,Bachelor,Divorced,65486.0,0,1,2,2014-05-12,29,245,19,125,37,67,507,14,1,4,2,10,2,16,0,0,0,0,0,0,0,0
4114,1964,50,Master,Married,79143.0,0,0,2,2012-08-11,2,650,37,780,27,167,1693,32,1,6,9,13,3,28,0,0,0,0,0,0,0,0
1331,1977,37,Bachelor,Single,35790.0,1,0,2,2013-01-02,54,12,6,20,30,1,72,3,2,2,0,3,7,5,0,0,0,0,0,0,0,0
2225,1977,37,Bachelor,Divorced,82582.0,0,0,1,2014-06-07,54,510,120,550,156,40,1617,241,1,4,9,7,1,20,1,0,0,1,0,0,1,3
9381,1978,36,Bachelor,Married,66373.0,1,1,4,2013-06-12,57,328,9,124,12,24,606,109,7,4,2,10,3,16,0,0,0,0,0,0,0,0
6260,1955,59,Master,Married,82384.0,0,0,2,2012-11-19,55,984,51,432,180,120,1957,190,1,3,10,13,1,26,0,0,1,0,0,0,1,2
10383,1966,48,Bachelor,Divorced,70287.0,0,0,1,2013-04-02,30,295,35,482,121,120,1093,40,1,5,5,10,3,20,0,0,0,0,0,0,1,1
7437,1988,26,Bachelor,Single,27938.0,1,0,2,2014-04-28,31,13,0,8,2,1,29,5,1,1,0,4,3,5,0,0,0,0,0,0,0,0
8557,1982,32,Bachelor,Single,49980.0,1,0,2,2013-06-17,57,11,3,22,2,2,46,6,2,2,0,3,6,5,0,0,0,0,0,0,0,0
8375,1968,46,Doctoral,Married,55954.0,0,1,3,2014-03-03,63,447,0,28,0,0,518,43,3,8,2,6,7,16,0,0,0,0,0,0,0,0
6853,1982,32,Master,Single,75777.0,0,0,1,2013-07-04,12,712,26,538,69,13,1438,80,1,3,6,11,1,20,0,1,1,0,0,0,1,3
3076,1975,39,Bachelor,Married,66653.0,1,1,4,2012-09-07,18,452,18,102,16,18,612,6,4,4,2,12,3,18,0,0,0,0,0,0,0,0
1012,1952,62,Bachelor,Single,61823.0,0,1,2,2013-02-18,26,523,7,134,37,14,884,169,4,8,2,10,7,20,0,0,0,0,0,0,0,0
6518,1951,63,Doctoral,Divorced,67680.0,0,1,2,2013-06-11,8,546,0,48,0,6,606,6,1,7,3,8,5,18,0,0,0,0,0,0,0,0
4137,1948,66,Bachelor,Married,70666.0,0,0,2,2013-12-06,29,398,40,367,119,122,1076,30,1,7,4,4,4,15,0,0,0,0,0,0,0,0
8082,1971,43,Bachelor,Married,25721.0,1,0,3,2013-05-21,75,1,3,6,3,6,34,15,1,1,1,2,7,4,0,0,0,0,0,0,1,1
1386,1967,47,Bachelor,Married,32474.0,1,1,4,2014-05-11,0,10,0,1,0,0,11,0,1,1,0,2,7,3,0,0,0,0,0,0,0,0
9369,1979,35,Master,Single,88194.0,0,1,2,2014-03-19,19,688,14,309,201,24,1274,38,1,11,10,10,5,31,1,0,0,1,0,0,1,3
4477,1958,56,Bachelor,Married,69096.0,0,1,3,2013-09-27,4,247,49,159,7,82,653,109,1,5,2,10,4,17,0,0,0,0,0,0,0,0
1357,1970,44,Bachelor,Married,74854.0,1,2,5,2013-04-08,90,856,59,487,58,29,1562,73,7,2,5,5,5,12,0,0,0,0,0,0,0,0
1402,1954,60,Master,Married,66991.0,0,0,2,2012-09-11,1,496,36,460,189,60,1253,12,3,4,8,6,3,18,0,0,0,0,0,0,0,0
10629,1973,41,Master,Married,49611.5,1,0,3,2012-09-14,25,25,3,43,17,4,109,17,3,3,0,3,8,6,0,0,0,0,0,0,0,0
6312,1959,55,Bachelor,Married,65031.0,0,1,3,2013-03-17,29,258,107,291,84,37,863,86,4,10,3,13,7,26,0,0,0,0,0,0,0,0
8132,1975,39,Doctoral,Married,60631.0,1,1,4,2013-04-05,88,565,6,65,0,6,661,19,5,9,2,8,7,19,0,1,0,0,0,0,0,1
1050,1952,62,Bachelor,Married,28332.0,0,0,2,2014-04-30,58,14,10,13,4,15,65,9,1,2,1,4,2,7,0,0,0,0,0,0,0,0
5846,1977,37,Bachelor,Divorced,40246.0,1,0,2,2012-12-19,68,2,1,6,2,1,13,1,1,1,0,2,6,3,0,0,0,0,0,0,0,0
1859,1972,42,Master,Married,75251.0,0,0,2,2012-08-27,34,721,111,925,97,18,1890,18,1,7,6,5,5,18,0,0,0,0,0,0,1,1
7503,1976,38,Bachelor,Single,75825.0,0,0,1,2012-10-12,40,1032,105,779,137,105,2209,51,0,5,8,9,4,22,1,0,0,0,0,0,1,2
10401,1976,38,Master,Married,26326.0,0,0,2,2013-09-04,12,1,0,5,0,3,18,9,1,0,0,3,3,3,0,0,0,0,0,1,0,0
1618,1965,49,Bachelor,Married,56046.0,0,0,2,2013-01-02,9,577,0,64,0,0,692,51,2,10,1,8,8,19,1,0,0,0,0,0,1,2
3332,1985,29,Bachelor,Single,29760.0,1,0,2,2012-08-29,87,64,4,68,7,5,165,17,4,3,1,4,8,8,0,0,0,0,0,0,0,0
2261,1969,45,Bachelor,Married,26304.0,1,0,3,2013-06-23,5,4,1,5,2,0,16,4,1,1,0,2,7,3,0,0,0,0,0,0,0,0
5346,1973,41,Master,Married,23559.0,1,0,3,2013-07-03,87,25,5,19,7,0,79,23,3,3,0,3,7,6,0,0,0,0,0,0,0,0
4119,1963,51,Master,Married,38620.0,0,0,2,2013-05-11,56,112,17,44,34,22,318,89,1,2,5,3,3,10,0,0,0,0,0,0,0,0
535,1987,27,Bachelor,Divorced,81361.0,0,0,1,2014-02-25,18,163,23,424,27,65,778,76,1,3,10,13,1,26,0,0,0,0,0,0,0,0
5268,1960,54,Bachelor,Married,29440.0,1,1,4,2013-08-11,95,17,8,14,10,4,56,3,2,1,0,4,7,5,0,0,0,0,0,0,0,0
273,1970,44,Master,Married,36138.0,1,1,4,2013-07-16,48,130,0,16,0,0,151,5,5,3,1,4,7,8,0,1,0,0,0,0,0,1
4452,1957,57,Bachelor,Single,50388.0,0,1,2,2014-05-28,3,292,6,37,0,3,372,34,4,6,1,6,7,13,0,1,0,1,0,0,1,3
8504,1973,41,Bachelor,Married,79593.0,0,0,2,2014-05-12,70,350,60,568,110,133,1366,145,1,5,6,7,2,18,0,0,1,0,0,0,0,1
771,1967,47,Bachelor,Married,54178.0,0,1,3,2014-01-21,79,135,9,39,4,0,194,7,1,2,2,5,2,9,0,0,0,0,0,0,0,0
8996,1957,57,Doctoral,Married,56937.0,2,1,5,2012-11-19,4,230,42,192,49,37,603,53,12,7,2,8,9,17,0,0,0,0,0,0,0,0
9235,1957,57,Bachelor,Single,49980.0,1,1,3,2014-05-27,45,7,0,8,2,0,18,1,1,1,0,2,7,3,0,0,0,0,0,0,0,0
5798,1973,41,Master,Married,49611.5,0,0,2,2013-11-23,87,445,37,359,98,28,985,18,1,2,4,8,1,14,0,0,0,0,0,0,0,0
11178,1972,42,Master,Single,42394.0,1,0,2,2014-03-23,69,15,2,10,0,1,32,4,1,1,0,3,7,4,0,0,0,0,0,0,0,0
2230,1970,44,Doctoral,Married,23626.0,1,0,3,2014-05-24,84,27,2,14,0,0,43,0,3,3,1,3,5,7,0,0,0,0,0,0,0,0
7516,1983,31,Bachelor,Married,30096.0,1,0,3,2014-05-22,30,5,3,11,12,5,45,9,1,2,0,3,6,5,0,0,0,0,0,0,0,0
7247,1960,54,Bachelor,Divorced,47916.0,0,1,2,2012-11-22,72,505,0,26,0,0,606,75,5,7,4,6,6,17,0,1,0,0,0,0,0,1
11100,1972,42,Bachelor,Divorced,51813.0,1,1,3,2013-04-11,37,51,2,7,0,1,63,2,2,2,0,3,7,5,0,0,0,0,0,0,0,0
4646,1951,63,Master,Married,78497.0,0,0,2,2013-12-01,44,207,26,447,75,0,978,223,1,5,7,12,2,24,0,0,0,1,0,0,0,1
3037,1983,31,Doctoral,Married,50150.0,0,0,2,2013-06-20,32,135,46,92,65,61,410,11,2,5,2,7,5,14,0,0,0,0,0,0,0,0
1473,1960,54,Master,Single,47823.0,0,1,2,2013-07-23,0,53,1,5,2,1,72,10,2,2,0,3,8,5,0,0,0,0,0,0,0,0
1016,1959,55,Doctoral,Single,34554.0,0,1,2,2014-03-30,43,41,1,6,2,0,55,5,2,2,0,3,6,5,0,0,0,0,0,0,0,0
4518,1979,35,Bachelor,Married,85693.0,0,1,3,2013-04-20,59,386,172,183,185,132,1169,111,2,9,5,11,5,25,0,0,0,0,0,0,0,0
9370,1945,69,Doctoral,Married,65846.0,0,0,2,2013-05-17,68,562,81,276,80,40,1120,81,1,6,3,6,4,15,0,0,0,0,0,0,0,0
8908,1959,55,Bachelor,Married,87195.0,0,0,2,2014-05-08,35,217,76,690,50,26,1097,38,1,3,11,5,1,19,0,0,0,0,0,0,1,1
8373,1979,35,Non-Graduate,Married,24594.0,1,0,3,2013-12-10,94,1,3,6,10,0,29,9,1,1,0,3,5,4,0,0,0,0,0,0,0,0
7533,1964,50,Bachelor,Married,49096.0,1,1,4,2013-09-24,15,144,1,32,2,1,187,7,4,4,1,4,7,9,0,0,0,0,0,0,0,0
2683,1969,45,Bachelor,Married,52413.0,0,2,4,2013-02-02,56,295,106,271,75,98,910,65,4,6,4,12,6,22,0,0,0,0,0,0,0,0
3629,1978,36,Bachelor,Single,38557.0,1,0,2,2012-12-19,17,76,3,31,4,4,145,27,2,3,1,3,7,7,0,0,0,0,0,0,0,0
10991,1960,54,Master,Married,89058.0,0,0,2,2012-12-07,18,454,194,106,31,22,850,43,1,5,4,4,2,13,0,0,0,0,0,0,0,0
5077,1979,35,Bachelor,Married,77298.0,0,1,3,2013-11-02,46,425,115,292,23,35,969,79,1,6,6,11,3,23,0,0,0,0,0,0,0,0
7431,1991,23,Doctoral,Single,68126.0,0,0,1,2012-11-10,40,1332,17,311,23,51,1820,86,1,7,4,5,9,16,0,1,0,0,0,0,1,2
3267,1963,51,Master,Married,57288.0,0,1,3,2014-06-25,27,527,0,21,0,0,608,60,3,8,1,8,6,17,0,1,0,0,0,0,0,1
999,1991,23,Bachelor,Single,86037.0,0,0,1,2013-01-02,95,490,44,125,29,20,730,22,1,6,7,11,3,24,0,1,1,0,0,0,1,3
9215,1980,34,Doctoral,Married,43974.0,1,0,3,2012-12-12,19,378,0,101,0,0,551,72,5,6,4,6,7,16,0,0,0,0,0,0,0,0
2286,1962,52,Bachelor,Single,50785.0,1,1,3,2013-09-10,27,64,1,21,0,1,114,27,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1592,1970,44,Bachelor,Married,90765.0,0,0,2,2014-01-24,25,547,99,812,151,82,1724,33,0,4,6,5,1,15,0,0,1,1,0,0,0,2
367,1978,36,Master,Married,36550.0,1,0,3,2013-02-19,74,47,90,94,123,103,577,120,5,9,1,5,9,15,0,0,0,0,0,0,0,0
5234,1967,47,Master,Married,30753.0,1,1,4,2013-07-11,85,12,5,25,0,9,81,30,2,1,1,3,5,5,0,0,0,0,0,0,0,0
9862,1969,45,Bachelor,Married,21918.0,1,0,3,2013-11-14,37,1,6,7,11,5,33,3,2,2,0,3,6,5,0,0,0,0,0,0,0,0
9805,1953,61,Master,Married,56129.0,0,1,3,2013-06-20,65,320,48,133,39,72,660,48,4,6,2,10,4,18,0,0,0,0,0,0,0,0
6205,1967,47,Master,Single,32557.0,1,0,2,2014-02-24,13,34,3,29,0,4,80,10,3,2,1,3,5,6,0,0,0,0,0,0,1,1
8442,1985,29,Master,Married,19510.0,2,0,4,2013-09-04,63,9,0,7,3,4,30,7,2,1,0,3,7,4,0,0,0,0,0,0,0,0
7386,1976,38,Bachelor,Divorced,30992.0,1,0,2,2013-04-22,83,17,0,14,7,3,43,2,1,1,0,3,7,4,0,0,0,0,0,0,0,0
7215,1983,31,Bachelor,Single,101970.0,0,0,1,2013-03-12,69,722,27,102,44,72,1135,168,0,6,8,13,2,27,0,1,1,1,0,0,1,4
1491,1965,49,Master,Married,71488.0,0,0,2,2013-02-18,87,162,33,124,40,28,559,172,2,3,4,7,1,14,0,0,0,0,0,0,0,0
11071,1984,30,Bachelor,Single,79607.0,0,0,1,2013-04-21,37,450,133,951,173,0,1923,216,1,3,6,6,1,15,0,0,0,0,0,0,1,1
3381,1953,61,Master,Married,54348.0,1,1,4,2014-06-08,51,70,0,16,0,0,90,4,2,2,0,4,6,6,0,0,0,0,0,0,0,0
8268,1961,53,Doctoral,Married,56937.0,0,1,3,2013-07-11,23,352,0,27,10,0,404,15,3,6,1,7,6,14,0,0,0,0,0,0,0,0
11051,1956,58,Doctoral,Married,77376.0,1,1,4,2014-05-10,72,492,19,110,16,12,661,12,4,6,3,10,4,19,0,0,0,0,0,0,0,0
8026,1952,62,Bachelor,Married,62998.0,0,1,3,2013-09-30,10,120,58,73,65,89,463,58,5,5,4,5,5,14,0,0,0,0,0,0,0,0
433,1958,56,Master,Single,61331.0,1,1,3,2013-03-10,42,534,5,47,0,5,632,41,5,11,1,6,8,18,0,0,0,0,0,0,0,0
9597,1969,45,Bachelor,Married,73448.0,0,0,2,2014-02-10,10,236,106,189,23,41,725,130,1,7,2,9,4,18,0,0,0,0,0,0,0,0
1295,1963,51,Bachelor,Married,51651.0,0,1,3,2013-08-11,96,231,65,196,38,71,725,124,1,6,5,7,4,18,0,0,0,0,0,0,0,0
5290,1964,50,Doctoral,Married,41551.0,1,1,4,2013-08-14,51,220,0,33,3,0,279,23,5,5,1,5,8,11,0,0,0,0,0,0,0,0
1685,1967,47,Doctoral,Married,62981.0,0,0,2,2013-03-17,21,796,14,590,38,44,1482,0,1,4,5,13,3,22,0,1,0,0,0,0,0,1
5342,1976,38,Non-Graduate,Divorced,9548.0,1,0,2,2012-08-08,31,0,1,3,10,6,29,9,2,1,0,3,8,4,0,0,0,0,0,0,0,0
9579,1959,55,Doctoral,Married,33762.0,2,1,5,2013-07-07,61,53,1,34,2,0,106,16,3,2,2,2,8,6,0,0,0,0,0,0,0,0
7660,1973,41,Doctoral,Single,35860.0,1,1,3,2014-05-19,37,15,0,8,4,2,49,20,2,1,1,2,5,4,1,0,0,0,0,0,1,2
1461,1965,49,Doctoral,Divorced,36921.0,1,1,3,2013-07-28,74,17,1,12,3,1,38,4,2,2,0,3,7,5,0,0,0,0,0,0,0,0
821,1992,22,Master,Single,92859.0,0,0,1,2012-10-19,46,962,61,921,52,61,2077,20,1,5,4,12,2,21,0,0,0,0,0,0,0,0
11084,1976,38,Master,Married,65104.0,0,1,3,2013-11-14,4,738,0,232,13,20,1053,50,2,3,5,7,7,15,0,0,0,0,0,0,1,1
8690,1962,52,Bachelor,Married,86111.0,0,0,2,2013-04-19,73,399,28,756,36,40,1385,126,1,5,7,10,2,22,0,0,0,0,0,0,0,0
2937,1974,40,Doctoral,Single,68352.0,0,1,2,2013-08-28,47,614,16,132,43,33,871,33,3,8,5,9,6,22,0,0,0,0,0,0,0,0
9701,1988,26,Bachelor,Married,41883.0,1,0,3,2013-03-19,13,32,34,41,73,16,312,116,3,4,2,3,7,9,0,0,0,0,0,0,0,0
9949,1976,38,Bachelor,Married,59809.0,0,2,4,2012-10-18,36,598,16,141,32,41,877,49,3,3,3,6,8,12,0,0,0,0,0,0,0,0
10837,1975,39,Bachelor,Married,23957.0,1,0,3,2012-10-28,47,2,1,18,20,11,68,16,1,2,0,3,6,5,0,0,0,0,0,0,1,1
3120,1981,33,Bachelor,Married,38547.0,1,0,3,2013-08-28,49,6,1,10,0,1,22,4,1,1,0,2,8,3,0,0,0,0,0,1,0,0
5885,1973,41,Master,Married,35688.0,2,1,5,2012-08-22,94,73,3,90,12,1,211,32,7,4,1,4,8,9,0,0,0,0,0,0,0,0
4050,1966,48,Master,Married,49605.0,0,0,2,2014-06-21,65,42,16,29,12,20,127,8,1,2,1,4,3,7,0,0,0,0,0,0,0,0
3830,1953,61,Master,Married,59354.0,0,2,4,2014-04-24,59,295,21,78,39,13,459,13,1,4,4,7,3,15,0,0,0,0,0,0,0,0
7987,1969,45,Bachelor,Married,65747.0,0,1,3,2014-03-07,96,346,17,48,23,13,460,13,4,8,1,6,6,15,0,1,0,0,0,0,0,1
7798,1972,42,Master,Married,46344.0,0,1,3,2012-12-14,28,233,20,57,8,20,429,91,4,7,1,5,7,13,0,0,0,0,0,0,0,0
92,1988,26,Bachelor,Single,34176.0,1,0,2,2014-05-12,12,5,7,24,19,14,89,20,4,3,0,4,6,7,0,0,0,0,0,0,0,0
7055,1952,62,Doctoral,Married,61010.0,0,1,3,2012-10-09,57,888,0,57,0,0,1021,76,2,8,5,11,5,24,0,0,0,0,0,0,0,0
10240,1949,65,Bachelor,Married,69372.0,0,0,2,2013-02-19,10,997,26,269,34,13,1381,42,1,10,4,6,4,20,0,1,1,0,0,0,1,3
3025,1958,56,Bachelor,Single,49967.0,0,1,2,2013-07-08,4,212,6,69,4,12,306,3,3,6,1,5,7,12,0,0,0,0,0,0,0,0
9283,1978,36,Bachelor,Single,60199.0,1,2,4,2013-09-12,49,8,1,7,2,0,18,0,1,0,0,3,4,3,0,0,0,0,0,0,0,0
9970,1977,37,Bachelor,Married,55375.0,0,1,3,2013-10-17,3,42,11,57,10,28,162,14,1,1,1,6,2,8,0,0,0,0,0,0,0,0
2730,1955,59,Bachelor,Single,80317.0,0,0,1,2013-08-20,64,536,11,387,149,91,1231,57,1,3,4,10,1,17,0,0,0,0,0,0,0,0
2795,1958,56,Master,Single,30523.0,2,1,4,2013-07-01,0,5,0,3,0,0,13,5,1,1,0,2,7,3,0,0,0,0,0,0,0,0
9260,1945,69,Doctoral,Married,70356.0,0,0,2,2012-11-05,20,1349,16,249,43,16,1706,33,2,10,6,9,6,25,0,0,0,0,0,0,0,0
8182,1984,30,Bachelor,Married,23228.0,1,0,3,2014-01-05,91,53,3,49,7,4,121,5,4,3,0,4,8,7,0,0,0,0,0,0,0,0
10095,1975,39,Doctoral,Divorced,74165.0,0,0,1,2013-05-01,9,1001,12,240,16,12,1293,12,1,5,4,10,2,19,0,0,0,0,0,0,0,0
8475,1973,41,Doctoral,Married,157243.0,0,1,3,2014-03-01,98,20,2,1582,1,2,1608,1,15,0,22,0,0,22,0,0,0,0,0,0,0,0
4370,1966,48,Bachelor,Married,43482.0,2,1,5,2013-11-13,83,18,1,32,6,3,88,28,3,2,0,4,6,6,0,0,0,0,0,0,0,0
10573,1953,61,Bachelor,Divorced,62551.0,0,0,1,2013-11-18,27,125,16,98,134,21,421,27,1,6,7,4,3,17,1,0,0,0,0,0,0,1
3712,1959,55,Bachelor,Divorced,52332.0,0,0,1,2013-08-28,63,212,5,33,7,0,259,2,1,3,2,6,4,11,0,1,0,0,0,0,0,1
6637,1988,26,Bachelor,Single,66951.0,0,0,1,2013-11-02,46,277,162,305,173,76,1117,124,1,3,4,7,1,14,0,0,0,0,0,0,0,0
3152,1957,57,Bachelor,Married,26091.0,1,1,4,2014-02-25,84,15,10,19,8,17,89,20,3,2,1,3,5,6,0,0,0,0,0,0,0,0
5610,1965,49,Bachelor,Married,33456.0,1,1,4,2014-04-21,58,7,3,10,8,1,36,7,2,1,0,3,7,4,0,0,0,0,0,0,0,0
6460,1982,32,Bachelor,Married,28718.0,1,0,3,2013-07-13,78,12,4,6,11,8,57,16,2,2,0,3,8,5,0,0,0,0,0,0,0,0
